"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 12:46:07 MSK 2023","Thu May 18 12:46:11 MSK 2023","4214","","","","","","Найдена иконка установочника",""
